username,user id,access hash,group,group id,status
Hannah554,5371225035,4089208178425962374,RED APPLE,1491003647,UserStatusRecently
,5679704756,-2971264757995842017,RED APPLE,1491003647,UserStatusRecently
,5441221806,7249342160681471346,RED APPLE,1491003647,UserStatusRecently
,5600097960,-831136802322540184,RED APPLE,1491003647,UserStatusRecently
Veersingh_7,1115013773,8099433190433960405,RED APPLE,1491003647,UserStatusRecently
Mainaamir,5540799219,4994667512619524543,RED APPLE,1491003647,UserStatusRecently
willsonGurtish_2003,5600099851,6841649163001195113,RED APPLE,1491003647,UserStatusRecently
,1681157901,7413102362085747251,RED APPLE,1491003647,UserStatusRecently
YeneFam,5424874308,5945067286509202815,RED APPLE,1491003647,UserStatusRecently
,1681302143,-3854733716113235195,RED APPLE,1491003647,UserStatusRecently
Sweetday0,5647560638,948088298838453754,RED APPLE,1491003647,UserStatusRecently
JuliaClark7,5792491679,7462199769959959724,RED APPLE,1491003647,UserStatusRecently
,5617974489,7279677971649578774,RED APPLE,1491003647,UserStatusRecently
airedworld,1246538863,-850305215509530985,RED APPLE,1491003647,UserStatusRecently
,5068630397,-305110729992303439,RED APPLE,1491003647,UserStatusRecently
anniken75,5667385996,-7506248161578873446,RED APPLE,1491003647,UserStatusRecently
Grt_r8,1883701384,5233741338782542174,RED APPLE,1491003647,UserStatusRecently
rackxxx,5447946616,-1530788505521562270,RED APPLE,1491003647,UserStatusRecently
,5005793484,61191768556805065,RED APPLE,1491003647,UserStatusRecently
kxkxkkkk,5052210034,-3770393232295984401,RED APPLE,1491003647,UserStatusRecently
Aerialts,1392497107,-5261056607472566991,RED APPLE,1491003647,UserStatusRecently
,5341195685,-3033926749460149964,RED APPLE,1491003647,UserStatusRecently
Devan_softt,1940578992,-2220368669458944796,RED APPLE,1491003647,UserStatusRecently
cekmong,5221701446,3164128498635053792,RED APPLE,1491003647,UserStatusRecently
DeepakChoudhary1,756306085,-731685086020326705,RED APPLE,1491003647,UserStatusRecently
,5087534286,8073659635464646757,RED APPLE,1491003647,UserStatusRecently
eduada_turatt,5436282219,-6742923421788439002,RED APPLE,1491003647,UserStatusRecently
ghostgirl11,5622144586,-6908093929444233973,RED APPLE,1491003647,UserStatusRecently
iamme501,5542193646,-8564366962321425840,RED APPLE,1491003647,UserStatusRecently
bemyxerotonin,5658370158,7955894419394938480,RED APPLE,1491003647,UserStatusRecently
,5627247490,3919206879890465612,RED APPLE,1491003647,UserStatusRecently
BussKarBunny,1573469282,-4114125420771629694,RED APPLE,1491003647,UserStatusRecently
samritsingh,1895787768,-3553823646294833172,RED APPLE,1491003647,UserStatusRecently
,1314614553,1141103087613399320,RED APPLE,1491003647,UserStatusRecently
tramps89,5498906768,-6129874424391283138,RED APPLE,1491003647,UserStatusRecently
,2069264807,-1821015495259107373,RED APPLE,1491003647,UserStatusRecently
seavrz,5051676446,-7330526816536516172,RED APPLE,1491003647,UserStatusRecently
,5530350384,7349287566953482416,RED APPLE,1491003647,UserStatusRecently
Diana_Lan89,5229849370,5639760837343319487,RED APPLE,1491003647,UserStatusRecently
,1827582351,-103886084971196090,RED APPLE,1491003647,UserStatusRecently
J0hhnnyyy,2140293693,898799235609583681,RED APPLE,1491003647,UserStatusRecently
gimme8x,1033492233,-1945785502724748801,RED APPLE,1491003647,UserStatusRecently
,1403106887,4958727071720963822,RED APPLE,1491003647,UserStatusRecently
Acewen,1231253910,2469258811421893522,RED APPLE,1491003647,UserStatusRecently
Ephraim092,1238117650,-7275984096440170490,RED APPLE,1491003647,UserStatusRecently
suyaling88,5123118656,6673315891886959808,RED APPLE,1491003647,UserStatusRecently
Shubhh1233,1177994947,6709942994771447390,RED APPLE,1491003647,UserStatusRecently
,5744998416,-2061652261424141145,RED APPLE,1491003647,UserStatusRecently
naruto99998,1734351071,4232639061194996234,RED APPLE,1491003647,UserStatusRecently
,921267125,-4826699325767417688,RED APPLE,1491003647,UserStatusRecently
Mahmou68,1647316948,-1613650665567498176,RED APPLE,1491003647,UserStatusRecently
Jennifer_49,5608940888,-4648896096874525505,RED APPLE,1491003647,UserStatusRecently
,5662571653,-4844657695817057015,RED APPLE,1491003647,UserStatusRecently
,5603422682,-697133304934670606,RED APPLE,1491003647,UserStatusRecently
mishelpointerwilliam,986977975,-5526558628567829512,RED APPLE,1491003647,UserStatusRecently
,5770352090,-1849949881390742552,RED APPLE,1491003647,UserStatusRecently
,1674376093,7163695684916924762,RED APPLE,1491003647,UserStatusRecently
,835059658,-3986825811068412891,RED APPLE,1491003647,UserStatusRecently
Petrolpricehike,5399892416,3504102477530464533,RED APPLE,1491003647,UserStatusRecently
DustAg,871305448,4079581515683137596,RED APPLE,1491003647,UserStatusRecently
idgfab9,5428480314,-5537480043441313564,RED APPLE,1491003647,UserStatusRecently
Harry9952,875514389,4007648001509861844,RED APPLE,1491003647,UserStatusRecently
Harsh_hh,1235981682,1449134719737510135,RED APPLE,1491003647,UserStatusRecently
,5676940161,2416817482112394112,RED APPLE,1491003647,UserStatusRecently
,5546561562,-8870267174514699054,RED APPLE,1491003647,UserStatusRecently
,5799587652,-9126745105060086343,RED APPLE,1491003647,UserStatusRecently
bibop1488,640179636,5590914514328872534,RED APPLE,1491003647,UserStatusRecently
dark_noaah,614045018,4678492076999547046,RED APPLE,1491003647,UserStatusRecently
algrafi_441,1693492708,-4559579027694930059,RED APPLE,1491003647,UserStatusRecently
,2080314022,-4853713680529800419,RED APPLE,1491003647,UserStatusRecently
beverified4,5380233423,-7675051657865623938,RED APPLE,1491003647,UserStatusRecently
Foudil_1,1187797661,5070249469154200099,RED APPLE,1491003647,UserStatusRecently
Megan_T1122,5396501627,1115325877679947620,RED APPLE,1491003647,UserStatusRecently
Wayne_farrell,5355129357,-2170981233499266317,RED APPLE,1491003647,UserStatusRecently
ExecutivHelp,5746466857,8376525688926591320,RED APPLE,1491003647,UserStatusRecently
,5466800212,-2421024184263550437,RED APPLE,1491003647,UserStatusRecently
arino2022,5565638396,-7151970801965200878,RED APPLE,1491003647,UserStatusRecently
,5471457336,5775514440304152161,RED APPLE,1491003647,UserStatusRecently
,2023095857,6896559553922543751,RED APPLE,1491003647,UserStatusRecently
,1632562165,-1209926676016583794,RED APPLE,1491003647,UserStatusRecently
Shadowheroy,5364895182,5761190777111291964,RED APPLE,1491003647,UserStatusRecently
,5031013934,2607395651649419407,RED APPLE,1491003647,UserStatusRecently
,1056434256,-1902457479462858513,RED APPLE,1491003647,UserStatusRecently
scarface789,5318343288,7232349742989480088,RED APPLE,1491003647,UserStatusRecently
MaGicM7,1479358151,3114196634765717495,RED APPLE,1491003647,UserStatusRecently
,5577104045,2904632655768428983,RED APPLE,1491003647,UserStatusRecently
Miss_Rose_Bot_123,781150982,-246065411743194238,RED APPLE,1491003647,UserStatusRecently
,5706818356,-7352058907681371914,RED APPLE,1491003647,UserStatusRecently
pranav20031017,1998982176,-2100591823353948804,RED APPLE,1491003647,UserStatusRecently
,2105786844,4977027436172555951,RED APPLE,1491003647,UserStatusRecently
,5730341899,2402091572607493913,RED APPLE,1491003647,UserStatusRecently
,5499839956,5468792068861931564,RED APPLE,1491003647,UserStatusRecently
sfscepat,1555729123,-3949059860648615322,RED APPLE,1491003647,UserStatusRecently
,5506266644,4209319374958763470,RED APPLE,1491003647,UserStatusRecently
TOOT1907,1339113938,3560974290667321535,RED APPLE,1491003647,UserStatusRecently
lisagreg310,5603874721,-6081267177869093228,RED APPLE,1491003647,UserStatusRecently
Nova_Kid,803211692,8928840539632512306,RED APPLE,1491003647,UserStatusRecently
SophieTaylor5,2134768721,-6626740559853053060,RED APPLE,1491003647,UserStatusRecently
,5713505369,417247030627288431,RED APPLE,1491003647,UserStatusRecently
mrrovots,907284986,1574698598169474237,RED APPLE,1491003647,UserStatusRecently
,1765716842,3568643407771631326,RED APPLE,1491003647,UserStatusRecently
Ayushh_1,5459582299,-53258453088260711,RED APPLE,1491003647,UserStatusRecently
YasNims,1401521204,-3668515009856612578,RED APPLE,1491003647,UserStatusRecently
Noobthomas,5401476344,-1627430302221376380,RED APPLE,1491003647,UserStatusRecently
diptesh18,1204107317,3376781345866855417,RED APPLE,1491003647,UserStatusRecently
,5639225783,-2187174022822098102,RED APPLE,1491003647,UserStatusRecently
duplikatmark_lee,2012411578,8978154333069496503,RED APPLE,1491003647,UserStatusRecently
clzrgbrielzshan,5236942525,2056310913204544841,RED APPLE,1491003647,UserStatusRecently
Dylanmalinda,5580352388,-3370773949326279545,RED APPLE,1491003647,UserStatusRecently
,5124267419,-4822048859184676001,RED APPLE,1491003647,UserStatusRecently
benitob00,5720939365,-5020877940170146219,RED APPLE,1491003647,UserStatusRecently
mr_ashu2,1621133404,4774469125941425411,RED APPLE,1491003647,UserStatusRecently
shuban_nr,929772554,-7158326133970332850,RED APPLE,1491003647,UserStatusRecently
,5261205145,4124872885508568696,RED APPLE,1491003647,UserStatusRecently
,5545553985,5266654438276158904,RED APPLE,1491003647,UserStatusRecently
sherry2r,2091068775,4777153577577034334,RED APPLE,1491003647,UserStatusRecently
yhoovers,1167536419,5160392209450861749,RED APPLE,1491003647,UserStatusRecently
xavier_zxy,5316524522,8515137542194705727,RED APPLE,1491003647,UserStatusRecently
,5516852333,3497900555750844155,RED APPLE,1491003647,UserStatusRecently
not_me_09,1255188709,8616706198410441250,RED APPLE,1491003647,UserStatusRecently
Dukejp,1399062424,-5416633091523810082,RED APPLE,1491003647,UserStatusRecently
ironman7774,799131353,-7178242303910771867,RED APPLE,1491003647,UserStatusRecently
notloyal,5097937566,-1817350826336945338,RED APPLE,1491003647,UserStatusRecently
RAAAAAEEeee,2144196676,-7303097298613396709,RED APPLE,1491003647,UserStatusRecently
css329,1127534738,-806853463627849145,RED APPLE,1491003647,UserStatusRecently
seaneyx,1757041568,-8085824029072914841,RED APPLE,1491003647,UserStatusRecently
,5456910400,2106808144468131628,RED APPLE,1491003647,UserStatusRecently
ProSan_2001,1841279179,-4131714193321569923,RED APPLE,1491003647,UserStatusRecently
arsh176,5249718341,6932671856388343610,RED APPLE,1491003647,UserStatusRecently
GarouZein,902994464,-912706577182380660,RED APPLE,1491003647,UserStatusRecently
,5318329586,-404841734778150546,RED APPLE,1491003647,UserStatusRecently
BOLTGAMER_FF,842554857,-3384425664663198774,RED APPLE,1491003647,UserStatusRecently
Spidy1919,752774012,-841794143723763808,RED APPLE,1491003647,UserStatusRecently
,5739535425,7233670391979757249,RED APPLE,1491003647,UserStatusRecently
,391498787,-8303638399833720934,RED APPLE,1491003647,UserStatusRecently
LyinJaegar,1557433289,6321297050789389464,RED APPLE,1491003647,UserStatusRecently
linhong88,5343439963,6483122394538596092,RED APPLE,1491003647,UserStatusRecently
leeminhooho,1653717290,-6079474608995390624,RED APPLE,1491003647,UserStatusRecently
,1401339185,6129254109261212188,RED APPLE,1491003647,UserStatusRecently
vnomineee,5048737583,-9060989266735562393,RED APPLE,1491003647,UserStatusRecently
Aryaan_com,1264306984,-9020912548746293647,RED APPLE,1491003647,UserStatusRecently
dontbealittlebitch,5367917670,-6738476619315957294,RED APPLE,1491003647,UserStatusRecently
Prashant667,2090612818,-6874863866913026057,RED APPLE,1491003647,UserStatusRecently
Belingo87,5037009548,2803362283758715870,RED APPLE,1491003647,UserStatusRecently
wangerniu,526131964,-4139682821926589262,RED APPLE,1491003647,UserStatusRecently
Judithustin,5710555759,3519499481856464913,RED APPLE,1491003647,UserStatusRecently
Ajaylama11,1208968834,3650380221958217376,RED APPLE,1491003647,UserStatusRecently
,5799449671,-719211268900510018,RED APPLE,1491003647,UserStatusRecently
Enterthecryptomatrixz,2077240212,6725791450763738242,RED APPLE,1491003647,UserStatusRecently
Angelakapri,5002714709,-2586407783045602099,RED APPLE,1491003647,UserStatusRecently
Sakshi_yada_v,1585870588,8542616046940138922,RED APPLE,1491003647,UserStatusRecently
,5724007696,-9086055546566896477,RED APPLE,1491003647,UserStatusRecently
ARMANKX,5651282225,4387183128636363008,RED APPLE,1491003647,UserStatusRecently
raspdi1,1396997055,-778658570077577790,RED APPLE,1491003647,UserStatusRecently
adam1dam,5787992755,4780999088574577225,RED APPLE,1491003647,UserStatusRecently
char123r,2095246006,2955858233516348876,RED APPLE,1491003647,UserStatusRecently
Jiya_means_heart,1332774620,-6063746025905123219,RED APPLE,1491003647,UserStatusRecently
,1997461450,6708720838630637796,RED APPLE,1491003647,UserStatusRecently
,1334740605,-8523187087052174222,RED APPLE,1491003647,UserStatusRecently
Hollllllup,755098161,4900550573874436982,RED APPLE,1491003647,UserStatusRecently
iamnaseerak,5585440184,-1296946373910823082,RED APPLE,1491003647,UserStatusRecently
,5371759709,128166956548075699,RED APPLE,1491003647,UserStatusRecently
lndrxann,1680941263,-455039544008956470,RED APPLE,1491003647,UserStatusRecently
,856399458,-8384833472720165366,RED APPLE,1491003647,UserStatusRecently
savvyfinancez,2053536181,38681608214068313,RED APPLE,1491003647,UserStatusRecently
praznouille,2132857468,7896475368867737451,RED APPLE,1491003647,UserStatusRecently
call_MEprincess1,5111564486,-4968414201028529383,RED APPLE,1491003647,UserStatusRecently
,5575323228,4167994387821942390,RED APPLE,1491003647,UserStatusRecently
,5075699147,452204958693739365,RED APPLE,1491003647,UserStatusRecently
,1937979455,4748996036097667728,RED APPLE,1491003647,UserStatusRecently
,1363941440,-2228166671359343312,RED APPLE,1491003647,UserStatusRecently
Vish2b_DataScientist,1758852836,622855033069068436,RED APPLE,1491003647,UserStatusRecently
MesutDanny,859866315,7969229518375318372,RED APPLE,1491003647,UserStatusRecently
Jamescryptogurux,5264872595,-4483695827014358539,RED APPLE,1491003647,UserStatusRecently
,1795425981,9044108798185742865,RED APPLE,1491003647,UserStatusRecently
,5673410307,4948557672054753612,RED APPLE,1491003647,UserStatusRecently
,5633635860,-6505843021165529140,RED APPLE,1491003647,UserStatusRecently
,1901022320,4076711636888026981,RED APPLE,1491003647,UserStatusRecently
,1721707428,-8861112523992933241,RED APPLE,1491003647,UserStatusRecently
bluccsaucy,1941322971,6879915019962369833,RED APPLE,1491003647,UserStatusRecently
Teenaralp,5756355048,1019709412205413160,RED APPLE,1491003647,UserStatusRecently
celina_rodri,5766704005,-1347897837522631905,RED APPLE,1491003647,UserStatusRecently
K3ITH_W00TEN,1314625260,-5096977873297464353,RED APPLE,1491003647,UserStatusRecently
Jspaams,5603667441,4158146752719221013,RED APPLE,1491003647,UserStatusRecently
DEM4NUEL,1717460642,2067932431192813696,RED APPLE,1491003647,UserStatusRecently
,5798801562,-7643516563033939350,RED APPLE,1491003647,UserStatusRecently
,1711508341,8349898899876077452,RED APPLE,1491003647,UserStatusRecently
,5176267935,8382178885619649459,RED APPLE,1491003647,UserStatusRecently
cmoney_carter,963356608,4852127801480782887,RED APPLE,1491003647,UserStatusRecently
VioletsAreDying,1885944292,-1640760157007045589,RED APPLE,1491003647,UserStatusRecently
martin_994,1041606029,6708817513417188273,RED APPLE,1491003647,UserStatusRecently
,5776631319,5743303451705678301,RED APPLE,1491003647,UserStatusRecently
james65350,5530120084,-8914362750624931279,RED APPLE,1491003647,UserStatusRecently
,5718487292,2762354093835684075,RED APPLE,1491003647,UserStatusRecently
udit_aerpule,580512964,2501436255300158290,RED APPLE,1491003647,UserStatusRecently
leonthwh,2073923138,-522859661200894550,RED APPLE,1491003647,UserStatusRecently
,5607995763,-2231923938462439076,RED APPLE,1491003647,UserStatusRecently
unique_boy_A,5002125193,-6465438541403009266,RED APPLE,1491003647,UserStatusRecently
,5659964065,1659153884520311192,RED APPLE,1491003647,UserStatusRecently
Yoyobingofan563,5423674357,-3285812914126281001,RED APPLE,1491003647,UserStatusRecently
Yagami_Kun,1740028888,-4560776153177747077,RED APPLE,1491003647,UserStatusRecently
Oru_pavam_freeqen,1965316576,-5108469765920050112,RED APPLE,1491003647,UserStatusRecently
Justdoit53,1818348783,-2961132284623093830,RED APPLE,1491003647,UserStatusRecently
,1836396104,8959238777043971473,RED APPLE,1491003647,UserStatusRecently
,5246602176,-2924808639304454994,RED APPLE,1491003647,UserStatusRecently
,5474351309,6879445041334884654,RED APPLE,1491003647,UserStatusRecently
,5666996339,-3111306563864469916,RED APPLE,1491003647,UserStatusRecently
Nasweef,1128535169,6190303900839143177,RED APPLE,1491003647,UserStatusRecently
,5404883581,3202624884566471419,RED APPLE,1491003647,UserStatusRecently
,1719550766,-8560527409323735429,RED APPLE,1491003647,UserStatusRecently
dograzzz,961178217,-4534503361926700619,RED APPLE,1491003647,UserStatusRecently
i04han,1983820676,8168934168659808856,RED APPLE,1491003647,UserStatusRecently
Hiddensoulss,1186520398,-7265247397737168064,RED APPLE,1491003647,UserStatusRecently
iwantuinmaroom,5105285560,-7681580708000464756,RED APPLE,1491003647,UserStatusRecently
ir_1333,1937143990,-8546534292268628572,RED APPLE,1491003647,UserStatusRecently
,5517026354,1818706028811668281,RED APPLE,1491003647,UserStatusRecently
Hacker3042,907415391,-2290332161064926659,RED APPLE,1491003647,UserStatusRecently
EmpireServices1,5734002139,5350738849723965337,RED APPLE,1491003647,UserStatusRecently
nothingspecialis,1881316724,-1758575316578644639,RED APPLE,1491003647,UserStatusRecently
,1075185498,4118508822337843096,RED APPLE,1491003647,UserStatusRecently
,5566273346,-948674414476281717,RED APPLE,1491003647,UserStatusRecently
ay4kaXxx,1695506128,8469587711995086105,RED APPLE,1491003647,UserStatusRecently
toshmatovminojiddin,1792048191,-3130241707157077090,RED APPLE,1491003647,UserStatusRecently
,1135048445,7958106710664243567,RED APPLE,1491003647,UserStatusRecently
eyafreyaa,5044742508,9054913199961279687,RED APPLE,1491003647,UserStatusRecently
LorikBogda,5744042401,-2403298464977030142,RED APPLE,1491003647,UserStatusRecently
Axelganzz,1957210326,-2392901546651019387,RED APPLE,1491003647,UserStatusRecently
maheshwarip,5686554006,8325232161664443388,RED APPLE,1491003647,UserStatusRecently
people_8372,1171178524,-5479764796576848796,RED APPLE,1491003647,UserStatusRecently
kunalgurjar133,5334667029,5392276029737855998,RED APPLE,1491003647,UserStatusRecently
venomofwrite,5141968632,6936566668406293901,RED APPLE,1491003647,UserStatusRecently
,5695615737,-9132459934905562224,RED APPLE,1491003647,UserStatusRecently
,5738521616,-6528382217557511911,RED APPLE,1491003647,UserStatusRecently
,5672184171,1778646041717101328,RED APPLE,1491003647,UserStatusRecently
parooty,965492979,-8859525425439723736,RED APPLE,1491003647,UserStatusRecently
Malcolm119955,5261896528,-6425188287508527078,RED APPLE,1491003647,UserStatusRecently
,5315427741,3464934345474214040,RED APPLE,1491003647,UserStatusRecently
zimocj9,5443608965,-5080825737211402494,RED APPLE,1491003647,UserStatusRecently
,1039582135,6650249009681991102,RED APPLE,1491003647,UserStatusRecently
,5485464723,-2580845212467423402,RED APPLE,1491003647,UserStatusRecently
NharnharAdjoahlyrical,5776904604,-1406162541363825654,RED APPLE,1491003647,UserStatusRecently
,5733028663,4090746389514108083,RED APPLE,1491003647,UserStatusRecently
menuwae,5232055215,7163792049456580233,RED APPLE,1491003647,UserStatusRecently
Vioaraom,848856055,-4555340292514666059,RED APPLE,1491003647,UserStatusRecently
Seanmarc,1077400164,-4400191491175091191,RED APPLE,1491003647,UserStatusRecently
ecko_made_it,1182438599,-2026496903859439884,RED APPLE,1491003647,UserStatusRecently
,1907021448,6462147562199735201,RED APPLE,1491003647,UserStatusRecently
Cardnerzx,844779142,8050632144243340687,RED APPLE,1491003647,UserStatusRecently
,817781544,5493305411497895353,RED APPLE,1491003647,UserStatusRecently
Whitney1995,5201759329,1821772381429658845,RED APPLE,1491003647,UserStatusRecently
mwakkiefairys,1628516633,4267637824208142580,RED APPLE,1491003647,UserStatusRecently
,5703254207,-5141183043572209833,RED APPLE,1491003647,UserStatusRecently
Tvrtkonajtvrtkiji,5534043508,-609861792587545228,RED APPLE,1491003647,UserStatusRecently
Bhag_re,1941226726,4419617082943762424,RED APPLE,1491003647,UserStatusRecently
just_arekta_raat,5203598398,-3369703864361735833,RED APPLE,1491003647,UserStatusRecently
getrewardsfortasks09,5799504086,6144793224283519363,RED APPLE,1491003647,UserStatusRecently
,5637247008,2679489960603155456,RED APPLE,1491003647,UserStatusRecently
putaguese,1300916694,-5857060922275287679,RED APPLE,1491003647,UserStatusRecently
vanscatur,1740969544,-2528105947954964656,RED APPLE,1491003647,UserStatusRecently
kembaranjjaehyuns,2017333616,1261311020704700552,RED APPLE,1491003647,UserStatusRecently
mehradrah,1824324013,6420454818586955240,RED APPLE,1491003647,UserStatusRecently
kwaiii7,1205581017,3620186993534495923,RED APPLE,1491003647,UserStatusRecently
easykie,948953181,522485874909012988,RED APPLE,1491003647,UserStatusRecently
,776195260,-1293465404589809503,RED APPLE,1491003647,UserStatusRecently
,5059096913,2345770681808372371,RED APPLE,1491003647,UserStatusRecently
Aghzen_9,1436886897,5550177519921928658,RED APPLE,1491003647,UserStatusRecently
,5422041354,8885066601928923744,RED APPLE,1491003647,UserStatusRecently
,1586811665,-8936608582985742996,RED APPLE,1491003647,UserStatusRecently
yug00sharma,1608661970,-6753818768963241051,RED APPLE,1491003647,UserStatusRecently
akupunyasiapaa,1825482303,-8876980865166666815,RED APPLE,1491003647,UserStatusRecently
Muad0,1889930758,-4332079087054787698,RED APPLE,1491003647,UserStatusRecently
Vision_Father,1409904951,2946962277979286902,RED APPLE,1491003647,UserStatusRecently
,1335850232,-3493372983436355440,RED APPLE,1491003647,UserStatusRecently
Lonely_wollf,5422842349,-2919485697881130512,RED APPLE,1491003647,UserStatusRecently
cheking5,952402792,1423321985726824788,RED APPLE,1491003647,UserStatusRecently
,5483803306,-2375296361223524095,RED APPLE,1491003647,UserStatusRecently
jDreads,5459056273,-6516080106482761139,RED APPLE,1491003647,UserStatusRecently
J_enn1,1808805230,-908889650548474356,RED APPLE,1491003647,UserStatusRecently
,1773129834,-812006082591179180,RED APPLE,1491003647,UserStatusRecently
,5427379447,-2284233017985891235,RED APPLE,1491003647,UserStatusRecently
,1958884531,-6987017405794641204,RED APPLE,1491003647,UserStatusRecently
DANISH5786,1688678741,-6546782913280982027,RED APPLE,1491003647,UserStatusRecently
,5175410506,5797384046002874787,RED APPLE,1491003647,UserStatusRecently
,1234939577,8363424295728415660,RED APPLE,1491003647,UserStatusRecently
silver_ad_9046,283130060,462292334602558658,RED APPLE,1491003647,UserStatusRecently
historyteacher02,5038847688,1388638871476599623,RED APPLE,1491003647,UserStatusRecently
Zeus11kings,1436271935,3451155639384549221,RED APPLE,1491003647,UserStatusRecently
itsrahi111melodylover,5525290351,8439931525792148616,RED APPLE,1491003647,UserStatusRecently
,1756581168,-8589386802633246504,RED APPLE,1491003647,UserStatusRecently
jeri4bp,908345133,146114452219979064,RED APPLE,1491003647,UserStatusRecently
Bombcrytoagent,962499773,6263677364494854215,RED APPLE,1491003647,UserStatusRecently
AlejandroAguilarhh,5702778604,7525646316875020006,RED APPLE,1491003647,UserStatusRecently
AsokaBandara,1952089141,3033630593609947001,RED APPLE,1491003647,UserStatusRecently
,5538002763,-5053226831216037676,RED APPLE,1491003647,UserStatusRecently
,1873113138,-449861466501794412,RED APPLE,1491003647,UserStatusRecently
,5248971561,-2689131450668198483,RED APPLE,1491003647,UserStatusRecently
IneffableEleutheromaniA,1995850281,3173574846661809308,RED APPLE,1491003647,UserStatusRecently
,5357303224,-3914596429593918084,RED APPLE,1491003647,UserStatusRecently
Elvisyeb,1676099031,9034094546824156456,RED APPLE,1491003647,UserStatusRecently
Isahan_111,1379869038,6537161301873350315,RED APPLE,1491003647,UserStatusRecently
,1709900734,-2350763600678196042,RED APPLE,1491003647,UserStatusRecently
m0rrra,1456297950,-3414213734376908560,RED APPLE,1491003647,UserStatusRecently
Its_idiot_here,1098472584,-3001310037708186406,RED APPLE,1491003647,UserStatusRecently
KNOXaj,954246093,-5147579555525295068,RED APPLE,1491003647,UserStatusRecently
dddddonteatJam,5526532361,-8466733992156248131,RED APPLE,1491003647,UserStatusRecently
AkwW24,1724118962,-3422604118146580922,RED APPLE,1491003647,UserStatusRecently
,1873449338,-8606822858686588926,RED APPLE,1491003647,UserStatusRecently
Khalodi957,2060893510,-4501913511475850731,RED APPLE,1491003647,UserStatusRecently
jevdetblue,5415809452,2409161745270171994,RED APPLE,1491003647,UserStatusRecently
,1339994356,7334711410722181151,RED APPLE,1491003647,UserStatusRecently
,5273523107,3005976853004671926,RED APPLE,1491003647,UserStatusRecently
aissyhnr,1874407452,2026925773030383653,RED APPLE,1491003647,UserStatusRecently
,5178569507,2025718318425452866,RED APPLE,1491003647,UserStatusRecently
Youssef_Bahlol,5000250146,8142823811532287058,RED APPLE,1491003647,UserStatusRecently
mr_technolog_571,1012180173,4195697048384637246,RED APPLE,1491003647,UserStatusRecently
Eeeeuuuuur,1874523168,-1113385528492732161,RED APPLE,1491003647,UserStatusRecently
heleena_Khuason,5716822621,5804032530230557752,RED APPLE,1491003647,UserStatusRecently
,5700413844,7270565847373357377,RED APPLE,1491003647,UserStatusRecently
,1901464799,6515339961911641809,RED APPLE,1491003647,UserStatusRecently
Dr22FX,1428396176,2390171076150198488,RED APPLE,1491003647,UserStatusRecently
,5579200577,-897215685234292865,RED APPLE,1491003647,UserStatusRecently
darklordkasel,5538217125,-7464232699811388016,RED APPLE,1491003647,UserStatusRecently
the225sports,5792736759,6641423784230161977,RED APPLE,1491003647,UserStatusRecently
khan_shanu1107,1006804504,-674930547092263663,RED APPLE,1491003647,UserStatusRecently
Shan156,826952640,8785069441660779885,RED APPLE,1491003647,UserStatusRecently
,5773125805,-740214362220704873,RED APPLE,1491003647,UserStatusRecently
Jhon_92,717945196,6880138862045634913,RED APPLE,1491003647,UserStatusRecently
readmenot,1448610434,-4855009519763886236,RED APPLE,1491003647,UserStatusRecently
Yesu_jr2,5333154774,-6330654456865154205,RED APPLE,1491003647,UserStatusRecently
Blackstar66,1769803100,4701902112472081910,RED APPLE,1491003647,UserStatusRecently
,1102178467,-7965963192720406510,RED APPLE,1491003647,UserStatusRecently
BlueberryNeko,966023456,-168869970182269675,RED APPLE,1491003647,UserStatusRecently
fearnan,1718392662,5580015662465376088,RED APPLE,1491003647,UserStatusRecently
Aprikasari,1599630445,1253227015286132173,RED APPLE,1491003647,UserStatusRecently
itsmemisskristina,5012715711,9065874746979482057,RED APPLE,1491003647,UserStatusRecently
,5770632472,7922529269465436256,RED APPLE,1491003647,UserStatusRecently
MDMhjkl,2046830097,-5034862191082849601,RED APPLE,1491003647,UserStatusRecently
MONARCH_045,1073244171,-1466411999161009485,RED APPLE,1491003647,UserStatusRecently
Rzayevaqo,2033255902,7052932629836036769,RED APPLE,1491003647,UserStatusRecently
,5718364832,8105278112035786756,RED APPLE,1491003647,UserStatusRecently
Pxzqh,1267367960,3692678241942583273,RED APPLE,1491003647,UserStatusRecently
,2085447193,-6929712613125220516,RED APPLE,1491003647,UserStatusRecently
,5378017671,803335769547343717,RED APPLE,1491003647,UserStatusRecently
REIGNS13,5279515540,-6842074318929796735,RED APPLE,1491003647,UserStatusRecently
say_pleasee,2114026649,3112964999596086751,RED APPLE,1491003647,UserStatusRecently
varvara_varr,1474571861,-8024843615486986256,RED APPLE,1491003647,UserStatusRecently
,5474258940,-4173214938302203242,RED APPLE,1491003647,UserStatusRecently
VictorDPetrov,5702974756,-3712364488727032056,RED APPLE,1491003647,UserStatusRecently
,1190688255,-4391967447649391063,RED APPLE,1491003647,UserStatusRecently
Bakulufvy,5638206058,2593492761387612197,RED APPLE,1491003647,UserStatusRecently
Anoushka27,1394557221,6100061500535286786,RED APPLE,1491003647,UserStatusRecently
Eyllinxndl,1893513896,-8016159777951214166,RED APPLE,1491003647,UserStatusRecently
Eva_Charlotte2,5098740512,-4645400070679124446,RED APPLE,1491003647,UserStatusRecently
beko922,5427322267,7103598211543966041,RED APPLE,1491003647,UserStatusRecently
